id,date,keywords
biden_2_56,2023-03-12 00:00:00,thank american rescue plan
biden_2_57,2023-03-12 00:00:00,budget cut medicare maga republicans want instead secure medicare
biden_2_58,2023-03-11 00:00:00,thank american rescue plan help protect pension union worker retiree work sacrifice act face cut benefit
biden_2_59,2023-03-11 00:00:00,signing american rescue plan lay foundation progress record new business applic
biden_3_60,2023-03-11 00:00:00,thank american rescue plan expand child tax credit cut child poverty half million parent breathing room budget restore
biden_3_61,2023-03-11 00:00:00,economic plan unemployment january month unemployment rate remain low level year mean people come sideline job market
biden_3_62,2023-03-11 00:00:00,year ago sign american rescue plan law help economy track vaccinate americans police job
biden_3_63,2023-03-11 00:00:00,budget restore expand child tax credit
biden_3_64,2023-03-10 00:00:00,budget protect strengthen social security medicare reject cut extend solvency medicare trust fund year invest service delivery senior people disability access benefit earn
biden_3_65,2023-03-10 00:00:00,happy report economy create new job month job add month create job office
biden_3_66,2023-03-10 00:00:00,extreme maga house republicans value tax break rich demand big medicare benef
biden_3_67,2023-03-10 00:00:00,budget propose billionaire minimum tax require wealthy americans pay income include appreciated asset
biden_3_68,2023-03-10 00:00:00,budget reduce deficit year republicans plan explode deficit year
biden_3_69,2023-03-10 00:00:00,protect social security medicare
biden_3_70,2023-03-10 00:00:00,time finish job build ambitious progress new investment america future budget blue collar blueprint rebuild america fiscally responsible way leave
biden_3_71,2023-03-09 00:00:00,budget grow economy invest foundation strength american people mean help family provide pay family medical leave restore child tax credit cut child poverty half
biden_3_72,2023-03-09 00:00:00,run president plan economy work middle class lay
biden_3_73,2023-03-08 00:00:00,medicare pass wealthy wealth combine lets ask wealthy pay fair share million worker help build wealth retire dignity medicare pay
biden_3_74,2023-03-08 00:00:00,right vote vote count threshold democracy liberty possible possible
biden_3_75,2023-03-08 00:00:00,wish happy holi celebrate love laughter goodness arrival spring festival col
biden_3_76,2023-03-08 00:00:00,budget build drug price reform strengthen medicares newly establish negotiation power allow medicare negotiate price drug bring drug negotiation soon launch deficit reduction
biden_3_77,2023-03-07 00:00:00,maga republicans way senior pay high pocket cost prescription drug insulin deficit big medicare weak winner plan big pharma
biden_3_78,2023-03-07 00:00:00,matter hard people try choose learn want know know learn
biden_3_79,2023-03-07 00:00:00,budget release week medicare trust fund solvent cut penny benefit
biden_3_80,2023-03-06 00:00:00,plan work grow economy reduce deficit fiscally responsible work progress
biden_3_81,2023-03-06 00:00:00,vote act hope real improvement everyday life vote path good job
biden_3_82,2023-03-05 00:00:00,join deliver remark importance commemorate bloody sunday selma alabama
biden_3_83,2023-03-05 00:00:00,year sign inflation reduction act cap cost insulin senior medicare pharma company bring price eli lilly big deal time manufacturer follow
biden_3_84,2023-03-04 00:00:00,prescription drug company bring price insulin eli lilly
biden_3_85,2023-03-04 00:00:00,maga republicans try away people health care gutte medicaid affordable care act stop
biden_3_86,2023-03-04 00:00:00,chips science act help lead commitment investment manufacturing united states
biden_3_87,2023-03-03 00:00:00,cap cost insulin month senior medicare million americans medicare need insulin stay alive week eli lilly announce lower insulin price month lets
biden_3_88,2023-03-03 00:00:00,republicans try undo affordable care act pass year ago nearly americans danger lose health coverage completely
biden_3_89,2023-03-02 00:00:00,progress look
biden_4_90,2023-03-02 00:00:00,build economy fair competitive work congress pass junk fee protection act hardworke americans breathing room
biden_4_91,2023-03-02 00:00:00,insulin cost americans force pay wrong sign law cap cost insulin month senior congress manufacturer bring price action
biden_4_92,2023-03-02 00:00:00,year sign inflation reduction act cap insulin month senior pharma company bring price eli lilly big deal time manufacturer follow
biden_4_93,2023-03-01 00:00:00,republicans try repeal affordable care act pass repeal mean americans pre existing condition lose critical protection
biden_4_94,2023-03-01 00:00:00,pass inflation reduction act cap cost insulin month senior medicare work congress manufacturer lower insulin price eli lilly action
biden_4_95,2024-01-01 00:00:00,close black history month recognize immeasurable contribution black americans honor legacy achievement generation reckon century injustice confront injustice fester
biden_4_96,2024-01-01 00:00:00,travel country optimism year year ahead optimism family little breathing room americans apply start small business grandmother medicare insulin cost cap month
biden_4_97,2024-01-01 00:00:00,house republicans support raise cost repeal inflation reduction act cut taxis wealthy large corporation cut program senior family count different vision
biden_4_98,2024-01-01 00:00:00,protect medicare social security
biden_4_99,2024-01-01 00:00:00,veto
biden_4_100,2024-01-01 00:00:00,year americans apply start small business year record economic plan work
biden_4_101,2024-01-01 00:00:00,thank inflation reduction act pass year lower prescription drug cost health care cost home energy cost million americans
biden_4_102,2024-01-01 00:00:00,american issue
biden_4_103,2024-01-01 00:00:00,progress inflation work
biden_4_104,2024-01-01 00:00:00,year bomb begin fall ukraine independent free kherson kharkiv ukrainian fighter
biden_4_105,2024-01-01 00:00:00,year strong year job growth record
biden_4_106,2024-01-01 00:00:00,simple try cut social security medicare stop
biden_4_107,2024-01-01 00:00:00,sign bipartisan infrastructure law generation investment americans work rebuild nation infrastructure
biden_4_108,2024-01-01 00:00:00,putin roll tank ukraine think world roll wrong ukrainian people bra
biden_4_109,2024-01-01 00:00:00,president zelenskyy ukrainians remind world day courage remind freedom priceless
biden_4_110,2024-01-01 00:00:00,year later kyiv stand ukraine stand democracy stand america
biden_4_111,2024-01-01 00:00:00,friend jimmy rosalynn family jill prayer send love admire
biden_4_112,2024-01-01 00:00:00,budget invest america low cost strengthen social security medicare
biden_4_113,2024-01-01 00:00:00,work ban surprise resort fee hotel tack bill fee cost night hotel
biden_4_114,2024-01-01 00:00:00,article iii judge confirm watch woman people color important progress ensure federal judiciary represent diversity nation
biden_4_115,2024-01-01 00:00:00,rick scott cut prescription drug cost mean cut medicare little confused strengthen medicare long pay exorbitant price big pharma
biden_4_116,2024-01-01 00:00:00,annual inflation fall straight month work focused
biden_4_117,2024-01-01 00:00:00,let tell secret trickle economic work
biden_4_118,2024-01-01 00:00:00,look lot republicans dream cut social security medicare dream nightmare
biden_4_119,2024-01-01 00:00:00,message want cut social security medicare
biden_5_120,2024-01-01 00:00:00,budget cut deficit year invest america lower cost strengthen social security medicare add republicans proposal add deficit year
biden_5_121,2024-01-01 00:00:00,inflation fall straight month republicans intent backwards propose repeal inflation reduction act cut social security medicare progress
biden_5_122,2024-01-01 00:00:00,lot progress past year job wage inflation extreme maga republicans house clear intend risk
biden_5_123,2024-01-01 00:00:00,social security medicare government program promise work hard contribute time come retire help simple try cut social security medicare stop
biden_5_124,2024-01-01 00:00:00,proud senate confirm judicial appointment judge represent diversity good asset nation
biden_5_125,2024-01-01 00:00:00,learn annual inflation fall straight month
biden_5_126,2024-01-01 00:00:00,sound pretty clear
biden_5_127,2024-01-01 00:00:00,year ago gunman commit act horror marjory stoneman douglas high school mourn love
biden_5_128,2024-01-01 00:00:00,trickle economics work group americans work objective grow economy middle
biden_5_129,2024-01-01 00:00:00,america lead world
biden_5_130,2024-01-01 00:00:00,american rescue plan fund workforce development program american worker prepared compete economy build blue collar blueprint rebuild america
biden_5_131,2024-01-01 00:00:00,let public school teacher raise
biden_5_132,2024-01-01 00:00:00,national sale tax know republicans run inflation
biden_5_133,2024-01-01 00:00:00,year reignite cancer moonshot goal cut cancer death rate year turn cancer death sentence treatable disease provide support patient family let end cancer know
biden_5_134,2024-01-01 00:00:00,state use combined increase enrollment office january
biden_5_135,2024-01-01 00:00:00,cap cost insulin month senior medicare lets finish job cap cost insulin month american need
biden_5_136,2024-01-01 00:00:00,hesitate use veto pen protect americans
biden_5_137,2024-01-01 00:00:00,person country deserve able turn faucet clean drinking water bipartisan infrastructure law historic investment sure
biden_5_138,2024-01-01 00:00:00,let real simple republicans try cut social security ill stop try cut medicare ill stop try pass national sale tax ill stop send national ban right choose stop
biden_5_139,2024-01-01 00:00:00,bipartisan infrastructure law set aside record remove lead pipe provide access clean water country
biden_5_140,2024-01-01 00:00:00,appoint black woman federal circuit court president american history combine black woman supreme court ketanji brown jackson
biden_5_141,2024-01-01 00:00:00,run president sure economy work lets look result
biden_5_142,2024-01-01 00:00:00,let agree stand senior stand cut social security cut medicare
biden_5_143,2024-01-01 00:00:00,success year possible democrats work american people donate help elect democrats
biden_5_144,2024-01-01 00:00:00,create job year presidential term learn unemployment rate fall low year
biden_5_145,2024-01-01 00:00:00,republicans want repeal low cost lot luck senior year
biden_5_146,2024-01-01 00:00:00,state union strong
biden_5_147,2024-01-01 00:00:00,democracy partisan issue american issue
biden_5_148,2024-01-01 00:00:00,mistake congress pass national abortion ban veto
biden_5_149,2024-01-01 00:00:00,vice president protect access reproductive service safeguard patient datum
biden_6_150,2024-01-01 00:00:00,ban assault weapon lead fight lets finish job ban assault weapon
biden_6_151,2024-01-01 00:00:00,try cut social security stop try cut medicare stop
biden_6_152,2024-01-01 00:00:00,inflation reduction act significant investment tackle climate crisis lower utility bill create american job lead world clean energy future
biden_6_153,2024-01-01 00:00:00,large corporation america profit pay federal income taxis simply fair law sign dollar company pay minimum
biden_6_154,2024-01-01 00:00:00,cap cost insulin month senior medicare lower insurance premium million americans
biden_6_155,2024-01-01 00:00:00,inflation reduction act significant investment tackle climate crisis lower utility bill create american job lead world clean energy future
biden_6_156,2024-01-01 00:00:00,announce new standard require construction material federal infrastructure project america watch american road american bridge american highway american product
biden_6_157,2024-01-01 00:00:00,maintain strong economy world need good infrastructure world world infrastructure
biden_6_158,2024-01-01 00:00:00,stand create record new job job create year president create year
biden_6_159,2024-01-01 00:00:00,story america story progress resilience forward story unique nation country emerge crisis strong
biden_6_160,2024-01-01 00:00:00,proud
biden_6_161,2024-01-01 00:00:00,extraordinary opportunity build future want child grandchild world fair free fill optimism
biden_6_162,2024-01-01 00:00:00,americans sign health insurance affordable care act november january americans sign health care
biden_6_163,2024-01-01 00:00:00,schedule love need help sign memorandum urge federal agency let worker leave year job
biden_6_164,2024-01-01 00:00:00,able switch internet cable cell phone plan early termination penalty company charge junk fee protection act help stop frustrating charge americans face
biden_6_165,2024-01-01 00:00:00,important economic plan promote fair competition entire economy hear capitalism competition capitalism exploitation
biden_6_166,2024-01-01 00:00:00,deliver state union address tuesday february record job creation cut health care cost boost manufacture second year fill historic progress
biden_6_167,2024-01-01 00:00:00,december pass pregnant workers fairness act fill important gap federal protection require employee reasonable accommodation pregnant woman new mom
biden_6_168,2024-01-01 00:00:00,month create new job strong year growth history longshot unemployment time unemployment low
biden_6_169,2024-01-01 00:00:00,airline charge extra pick seat include parent want sit child plane congress pass junk fee protection act crack fee hard work americans little bit breathing room
biden_6_170,2024-01-01 00:00:00,remain committed bring line major economy world pass national program pay medical leave
biden_6_171,2024-01-01 00:00:00,midterm democrats historic performance add democratic governor senate control state legislative chamber rank close think possible house
biden_6_172,2024-01-01 00:00:00,tune join speak democrats discuss progress leadership
biden_6_173,2024-01-01 00:00:00,end year project underway america funding infrastructure law sign
biden_6_174,2024-01-01 00:00:00,time congress pass junk fee prevention act pay extra sit child plane pay surprise resort fee hotel stay pay terminate cable plan pay huge service fee buy concert ticket
biden_6_175,2024-01-01 00:00:00,state economy strong learn economy create job month
biden_6_176,2024-01-01 00:00:00,thing america time
biden_6_177,2024-01-01 00:00:00,thank help bipartisan infrastructure law piece new hudson tunnel build beginning construct century rail system long overdue
biden_6_178,2024-01-01 00:00:00,invest infrastructure create thousand new job access college degree
biden_6_179,2024-01-01 00:00:00,black history month powerful reminder black history american history black culture american culture black story ongoing story america
biden_7_180,2024-01-01 00:00:00,black history month celebrate legacy black americans power lead overcome expand democracy
biden_7_181,2024-01-01 00:00:00,infrastructure law sign single significant investment american rail amtrak create year ago
biden_7_182,2024-01-01 00:00:00,work sure community urban rural access affordable high speed internet
biden_7_183,2024-01-01 00:00:00,come far let maga republicans cut social security cut taxis billionaire impose national sale tax bill pass veto
biden_7_184,2024-01-01 00:00:00,pass american rescue plan single vote republicans congress state local government money firefighter fire hall responder job teacher classroom nurse clinic hospital
biden_7_185,2024-01-01 00:00:00,time wall street build america middle class build america union build middle class
biden_7_186,2024-01-01 00:00:00,year americans apply start small business year record
biden_7_187,2024-01-01 00:00:00,wage past month annual inflation month manufacture job continue develop strong time year evidence economic plan work
biden_7_188,2024-01-01 00:00:00,record break progress expand coverage lower health care cost american family save money americans peace mind come affordable health insurance
biden_7_189,2024-01-01 00:00:00,pay social security single paycheck time start work republicans try cut veto
biden_7_190,2024-01-01 00:00:00,year assault weapon ban book mass shooting american people agree congress send ban desk
biden_7_191,2024-01-01 00:00:00,heart tyre nichols family americans memphis country grieve tremendously
biden_7_192,2024-01-01 00:00:00,father republican party want cut taxis billionaire want impose national sale tax want cut social security medicare
biden_7_193,2024-01-01 00:00:00,corporation super wealthy start pay fair share taxis rewarding work wealth
biden_7_194,2024-01-01 00:00:00,jill pause mourn life murder holocaust continue face hate lie
biden_7_195,2024-01-01 00:00:00,great responsibility ensure safety child community urge congress act quickly deliver assault weapon ban desk majority american people agree common sense action
biden_7_196,2024-01-01 00:00:00,learn economy grow annual pace quarter
biden_7_197,2024-01-01 00:00:00,house republicans start new term introduce bill
biden_7_198,2024-01-01 00:00:00,year old hero brandon tsay responsible disarm gunman monterey park california act
biden_7_199,2024-01-01 00:00:00,help rebuild economy job don require year degree
biden_7_200,2024-01-01 00:00:00,republicans try cut social security medicare use veto pen stop
biden_7_201,2024-01-01 00:00:00,big investment climate thank inflation reduction act create million good pay job invest community suffer consequence smother pollution
biden_7_202,2024-01-01 00:00:00,unemployment record low strong year job creation history reason economic optimism country
biden_7_203,2024-01-01 00:00:00,year nearly project identify underway funding bipartisan infrastructure law end year
biden_7_204,2024-01-01 00:00:00,drive fast food parking lot connect internet thank bipartisan infrastructure law help ensure community access affordable high speed internet
biden_7_205,2024-01-01 00:00:00,folks house republicans propose new national sale tax american family increase price grocery gas food medicine working family deserve
biden_7_206,2024-01-01 00:00:00,start month thank economic agenda pass year low prescription cost senior tax break low energy bill strong supply chain good job americans raise family
biden_7_207,2024-01-01 00:00:00,jill pray kill injure night deadly mass shooting monterey park monitor
biden_7_208,2024-01-01 00:00:00,anniversary roe wade instead maga republican official wag war woman right
biden_7_209,2024-01-01 00:00:00,start work replace poisonous lead pipe america american turn faucet home school drink clean water
biden_8_210,2024-01-01 00:00:00,republicans year democrats year
biden_8_211,2024-01-01 00:00:00,year economy add new manufacturing job thank bipartisan infrastructure law chips science act inflation reduction act america
biden_8_212,2024-01-01 00:00:00,administration spend year talk plan pass infrastructure bill repair crumble road bridge
biden_8_213,2024-01-01 00:00:00,year office optimistic americas future
biden_8_214,2024-01-01 00:00:00,year republicans cut taxis big corporation try repeal affordable care act watch big corporation start pay fair share taxis million americans low prescription drug health care cost
biden_8_215,2024-01-01 00:00:00,incredible year
biden_8_216,2024-01-01 00:00:00,office economy flat year later economy create new job unemployment rate low level year
biden_8_217,2024-01-01 00:00:00,optimistic americas future
biden_8_218,2024-01-01 00:00:00,mark year swear office strong year job growth record unemployment low year work real progress american people
biden_8_219,2024-01-01 00:00:00,instead pay dollar month insulin cap month senior medicare
biden_8_220,2024-01-01 00:00:00,plan build economy work middle achieve low unemployment rate year good year job growth record
biden_8_221,2024-01-01 00:00:00,law help crack big corporation cheat taxis help level play field small business disappointing house republicans protect wealthy tax cheat legislative priority
biden_8_222,2024-01-01 00:00:00,inflation rate producer low level march reflect decline food energy price work family evidence progress tackle inflation lower cost
biden_8_223,2024-01-01 00:00:00,small business engine economy heart community learn year office great year new small business application record
biden_8_224,2024-01-01 00:00:00,honor reverend martin luther king continue unfinished work redeem soul america
biden_8_225,2024-01-01 00:00:00,bill house republicans pass help wealthy people big corporation cheat taxis expense ordinary middle class taxpayer
biden_8_226,2024-01-01 00:00:00,historic investment manufacture turn new factory new job arizona ohio georgia new york company announce nearly manufacture investment
biden_8_227,2024-01-01 00:00:00,americans disappoint bill republicans house pass help wealthy people cheat taxis add deficit house republicans campaign inflation
biden_8_228,2024-01-01 00:00:00,good news economy sixth month row yearly inflation inflation rise economy world come america month month family real breathing room
biden_8_229,2024-01-01 00:00:00,year presidency strong year job growth record historic job unemployment gain worker power american family breathing room
biden_8_230,2024-01-01 00:00:00,talk delivering
biden_8_231,2024-01-01 00:00:00,people sign health insurance affordable care act find health care plan month low rate set expire end thank inflation reduction act able extend
biden_8_232,2024-01-01 00:00:00,long talk build good economy world
biden_8_233,2024-01-01 00:00:00,bipartisan infrastructure law create good union job raise family don require college degree investment america heartland america people
biden_8_234,2024-01-01 00:00:00,finish work health care right privilege visit january advantage low rate sign health care coverage come year
biden_8_235,2024-01-01 00:00:00,january democracy attack year later honor hero officer public servant alike respon
biden_8_236,2024-01-01 00:00:00,learn unemployment rate low year great news economy evidence economic plan work
biden_8_237,2024-01-01 00:00:00,economic plan grow economy middle learn unemployman
biden_8_238,2024-01-01 00:00:00,folk update covid vaccine
biden_9_239,2024-01-01 00:00:00,bipartisan infrastructure law help company battery electric vehicle build new manufacturing site create job america electric vehicle future america
biden_9_240,2024-01-01 00:00:00,veteran risk defend nation sacred obligation care pact act expand access care benefit veteran survivor
biden_9_241,2024-01-01 00:00:00,country start build new bridge clean lead pipe folk access high speed internet create good pay construction manufacturing job
biden_9_242,2024-01-01 00:00:00,decade people talk repair brent spence bridge nation busy freight route folk talk thank bipartisan infrastructure law finally
biden_9_243,2024-01-01 00:00:00,month supply insulin cap medicare
biden_9_244,2024-01-01 00:00:00,witness history capitol hill unanimous consent woman elect president pro tempore sena
biden_9_245,2024-01-01 00:00:00,new year ready fight work family deliver american people let work
biden_9_246,2024-01-01 00:00:00,happy new year folk optimistic america future
biden_9_247,2024-01-01 00:00:00,work year sign historic legislation lower cost working family senior help community safe gun violence create good pay job country look forward progress new year
biden_9_248,2024-01-01 00:00:00,start january senior medicare charge month month supply insulin
biden_9_249,2024-01-01 00:00:00,great moment historic year excited
biden_9_250,2024-01-01 00:00:00,reflect favorite moment year granddaughter vote time
biden_9_251,2024-01-01 00:00:00,progress look
biden_9_252,2024-01-01 00:00:00,celebrate jill wish loved peaceful happy kwanzaa
biden_9_253,2024-01-01 00:00:00,wish celebrate peaceful joyous kwanzaa
biden_9_254,2024-01-01 00:00:00,jill wish merry christmas hope loved surround love happiness cheer holiday season
biden_9_255,2024-01-01 00:00:00,entire biden family merry christmas america
biden_9_256,2024-01-01 00:00:00,finishing touch hope loved great christmas eve
biden_9_257,2024-01-01 00:00:00,jill hope able spend time family friend holiday season hold special place heart miss love time family wish peaceful christmas eve
biden_9_258,2024-01-01 00:00:00,certain stillness center christmas story silent night world quiet
biden_9_259,2024-01-01 00:00:00,bipartisan omnibus bill pass great news economy cap year historic bipartisan progress
biden_9_260,2024-01-01 00:00:00,year democratic woman governor elect reelect
biden_9_261,2024-01-01 00:00:00,holiday season hope join celebrate frontline worker responder work tirelessly family community safe healthy strong nation
biden_9_262,2024-01-01 00:00:00,lot obligation americans sacred obligation prepare send war care family come home
biden_9_263,2024-01-01 00:00:00,early gather team briefing extreme cold storm america urge follo
biden_9_264,2024-01-01 00:00:00,america welcome president
biden_9_265,2024-01-01 00:00:00,military family suffer ultimate loss pact act mean potential access life insurance tuition benefit home loan assistance
biden_9_266,2024-01-01 00:00:00,light permanent white house menorah hanukkah let celebrate rededication spirit resilience unity
biden_9_267,2024-01-01 00:00:00,join jill host hanukkah reception white house
biden_9_268,2024-01-01 00:00:00,thank american ingenuity american engineer american autoworker easy buy american electric vehicle start
biden_10_269,2024-01-01 00:00:00,representative people vote floor united states congress loudly clearly love love right right justice justice
biden_10_270,2024-01-01 00:00:00,thank inflation reduction act pocket expense prescription drug price cap year medicare recipient
biden_10_271,2024-01-01 00:00:00,hospital community center threaten intimidate support lgbtqi child family speak stop hate violence
biden_10_272,2024-01-01 00:00:00,american people win big pharma lose medicare power negotiate low prescription drug price
biden_10_273,2024-01-01 00:00:00,large investment combat climate crisis inflation reduction act
biden_10_274,2024-01-01 00:00:00,build economy middle economy good job good wage long run
biden_10_275,2024-01-01 00:00:00,major announcement couple week inflations ease sign respect marriage act bring brittney griner home gas price low year ago new high pay job arizona
biden_10_276,2024-01-01 00:00:00,respect marriage act true good soul america
biden_10_277,2024-01-01 00:00:00,covid case rise america folk gather holiday start household order
biden_10_278,2024-01-01 00:00:00,year ago marriage simple proposition love loyal person love respect marriage act recognize right answer question government interference
biden_10_279,2024-01-01 00:00:00,start january senior diabete medicare pay month insulin prescription genuine saving senior matter family love diabete rely insulin survive
biden_10_280,2024-01-01 00:00:00,year ago newtown family goodbye love time grader educator die
biden_10_281,2024-01-01 00:00:00,good day
biden_10_282,2024-01-01 00:00:00,sign respect marriage act law reaffirm fundamental truth love love americans right marry person love
biden_10_283,2024-01-01 00:00:00,welcome news economic
biden_10_284,2024-01-01 00:00:00,respect marriage act safeguard right protection lgbtq interracial couple child entitle ensure lgbtq youth grow know lead happy life build family
biden_10_285,2024-01-01 00:00:00,time single senator sit president party win reelection midterm
biden_10_286,2024-01-01 00:00:00,butch lewis act american rescue plan allow cover employer union worker retiree face benefit cut start year act
biden_10_287,2024-01-01 00:00:00,american rescue plan help multi employer pension plan union worker retiree solvent decade come week announce plan prevent drastic cut worker hard earn pension benefit schedule occur year
biden_10_288,2024-01-01 00:00:00,include butch lewis act american rescue plan shore pension plan million union worker represent significant investment pension security union worker retiree past year
biden_10_289,2024-01-01 00:00:00,united states destination company globe look investment world class highly skilled committed workforce
biden_10_290,2024-01-01 00:00:00,strengthen american manufacturing create manufacture job president
biden_10_291,2024-01-01 00:00:00,moments ago speak brittney griner safe plane way home
biden_10_292,2024-01-01 00:00:00,congrats senator let swear
biden_10_293,2024-01-01 00:00:00,congratulate win georgia voter stand democracy reject ultra
biden_10_294,2024-01-01 00:00:00,georgia election day
biden_10_295,2024-01-01 00:00:00,excited join ibew worker boston phone bank need hand deck vote join
biden_10_296,2024-01-01 00:00:00,learn economy add job november create job office unemployment rate remain low wage working family
biden_10_297,2024-01-01 00:00:00,want thing clear holocaust happen hitler demonic figure instead
biden_10_298,2024-01-01 00:00:00,day vote early ahead tuesday georgia senate runoff election vote continue fight
biden_11_299,2024-01-01 00:00:00,letter rules bylaws committee
biden_11_300,2024-01-01 00:00:00,democratic party work hard reflect diversity america
biden_11_301,2024-01-01 00:00:00,evidence economic plan work learn inflation moderated income grow october follow week news economy grow strong pace good news american people
biden_11_302,2024-01-01 00:00:00,republicans pour million dollar georgia senate runoff defeat effort match grassroots team consider donate help reelect senator warnock
biden_11_303,2024-01-01 00:00:00,company country expand factory build new electric vehicle battery charger create thousand job process
biden_11_304,2024-01-01 00:00:00,georgia vote early runoff wait confirm polling place
biden_11_305,2024-01-01 00:00:00,build economy work grow middle
biden_11_306,2024-01-01 00:00:00,
biden_11_307,2024-01-01 00:00:00,georgia early voting underway runoff need help send senate head plan vote
biden_11_308,2024-01-01 00:00:00,folk work
biden_11_309,2024-01-01 00:00:00,small business vital community employ million americans country day support neighbor strengthen community shop small
biden_11_310,2024-01-01 00:00:00,native american root deeply embed land native american heritage day honor endure culture
biden_11_311,2024-01-01 00:00:00,day grateful happy thanksgiving service member military family loved duty unable family hope day fill joy gratitude
biden_11_312,2024-01-01 00:00:00,jill grieve family chesapeake virginia suffer terrible shooting uva early month
biden_11_313,2024-01-01 00:00:00,jill honor join marines sailors family second marine expeditionary force night nat
biden_11_314,2024-01-01 00:00:00,honor pardon chocolate chip national thanksgiving turkey
biden_11_315,2024-01-01 00:00:00,respect marriage act ensure lgbtq interracial couple respect protect equally federal law urge congress quickly send bill desk promptly sign law
biden_11_316,2024-01-01 00:00:00,jill pray family people kill colorado springs injure senseless
